,movie,production_budget,domestic_gross,worldwide_gross,studio,original_language,popularity,release_date,vote_average,vote_count
0,Pirates of the Caribbean: On Stranger Tides,410.6,241.063875,1045.663875,BV,en,30.579,2011-05-20,6.4,8571
1,Avengers: Age of Ultron,330.6,459.005868,1403.013963,BV,en,44.383,2015-05-01,7.3,13457
2,Avengers: Infinity War,300.0,678.815482,2048.1342,BV,en,80.773,2018-04-27,8.3,13948
3,Justice League,300.0,229.024295,655.945209,WB,en,34.953,2017-11-17,6.2,7510
4,Spectre,300.0,200.074175,879.620923,Sony,en,30.318,2015-11-06,6.4,6719
5,The Dark Knight Rises,275.0,448.139099,1084.439099,WB,en,26.22,2012-07-20,7.7,13933
6,Solo: A Star Wars Story,275.0,213.767512,393.151347,BV,en,29.502,2018-05-25,6.6,3838
7,The Lone Ranger,275.0,89.302115,260.002115,BV,en,12.482000000000001,2013-07-03,6.0,3789
8,John Carter,275.0,73.058679,282.7781,BV,en,18.549,2012-03-09,6.1,3338
9,Tangled,260.0,200.821936,586.47724,BV,en,21.511,2010-11-24,7.5,6407
10,Captain America: Civil War,250.0,408.084349,1140.069413,BV,en,39.137,2016-05-06,7.4,14000
11,Batman v Superman: Dawn of Justice,250.0,330.360194,867.500281,WB,en,28.088,2016-03-25,5.8,11991
12,The Hobbit: An Unexpected Journey,250.0,303.003568,1017.003568,WB (NL),en,26.939,2012-12-14,7.2,12076
13,The Hobbit: The Desolation of Smaug,250.0,258.366855,960.366855,WB (NL),en,21.275,2013-12-13,7.6,7739
14,The Hobbit: The Battle of the Five Armies,250.0,255.119788,945.577621,WB (NL),en,53.783,2014-12-17,7.3,8392
15,The Fate of the Furious,250.0,225.764765,1234.846267,Uni.,en,28.668000000000003,2017-04-14,6.9,6335
16,Pirates of the Caribbean: Dead Men Tell No Tales,230.0,172.558876,788.241137,BV,en,28.101,2017-05-26,6.6,6931
17,Man of Steel,225.0,291.045518,667.999518,WB,en,27.666999999999998,2013-06-14,6.5,9758
18,The Amazing Spider-Man,220.0,262.030663,757.890267,Sony,en,24.391,2012-07-04,6.5,10411
19,Battleship,220.0,65.2334,313.477717,Uni.,en,21.741999999999997,2012-05-18,5.6,3240
20,Transformers: The Last Knight,217.0,130.168683,602.89334,Par.,en,24.258000000000003,2017-06-21,6.0,3255
21,Jurassic World,215.0,652.270625,1648.854864,Uni.,en,20.709,2015-06-12,6.6,14056
22,Transformers: Age of Extinction,210.0,245.439076,1104.039076,Par.,en,20.961,2014-06-27,5.8,4805
23,Robin Hood,210.0,105.487148,322.459006,Uni.,en,15.444,2010-05-14,6.3,2569
24,Robin Hood,210.0,105.487148,322.459006,Uni.,en,39.975,2018-11-21,5.8,1194
27,Black Panther,200.0,700.059566,1348.258224,BV,en,2.0580000000000003,2011-01-18,5.1,11
28,Black Panther,200.0,700.059566,1348.258224,BV,en,44.14,2018-02-16,7.4,12365
29,Incredibles 2,200.0,608.581744,1242.520711,BV,en,36.286,2018-06-15,7.6,6354
30,Rogue One: A Star Wars Story,200.0,532.177324,1049.102856,BV,en,21.401,2016-12-16,7.5,9296
31,Finding Dory,200.0,486.295561,1021.215193,BV,en,15.392999999999999,2016-06-17,7.0,7845
32,Toy Story 3,200.0,415.00488,1068.879522,BV,en,24.445,2010-06-17,7.7,8340
33,Iron Man 3,200.0,408.992272,1215.392272,BV,en,32.093,2013-05-03,6.9,14155
34,Skyfall,200.0,304.360277,1110.526981,Sony,en,19.27,2012-11-09,7.1,10441
35,Monsters University,200.0,268.488329,743.588329,BV,en,20.33,2013-06-21,7.0,6362
36,X-Men: Days of Future Past,200.0,233.921534,747.862775,Fox,en,41.867,2014-05-23,7.5,10062
37,The Amazing Spider-Man 2,200.0,202.853933,708.996336,Sony,en,20.846999999999998,2014-05-02,6.4,7220
38,Cars 2,200.0,191.450875,560.155383,BV,en,23.498,2011-06-16,5.9,4058
39,Fantastic Beasts: The Crimes of Grindelwald,200.0,159.555901,652.220086,WB,en,48.508,2018-11-16,6.9,4870
40,Green Lantern,200.0,116.601172,219.535492,WB,en,17.257,2011-06-17,5.1,4290
41,Transformers: Dark of the Moon,195.0,352.390543,1123.790543,P/DW,en,5.3389999999999995,2011-06-28,6.1,4961
42,Jack the Giant Slayer,195.0,65.187603,197.687603,WB (NL),en,12.773,2013-03-01,5.6,3403
43,Furious 7,190.0,353.00702,1518.722794,Uni.,en,20.396,2015-04-03,7.3,6538
44,Star Trek Into Darkness,190.0,228.778661,467.381584,Par.,en,20.487,2013-05-16,7.4,6182
45,World War Z,190.0,202.359711,531.51465,Par.,en,14.582,2013-06-21,6.7,9132
46,Pacific Rim,190.0,101.802906,411.002906,WB,en,16.759,2013-07-12,6.8,7632
47,The Good Dinosaur,187.5,123.08712,333.771037,BV,en,17.675,2015-11-25,6.7,3135
48,Brave,185.0,237.282182,554.606532,BV,en,18.908,2012-06-22,6.9,8116
49,Kong: Skull Island,185.0,168.052812,561.072059,WB,en,29.388,2017-03-10,6.3,6054
50,Star Trek Beyond,185.0,158.84834,335.802233,Par.,en,19.142,2016-07-22,6.7,4275
51,Blade Runner 2049,185.0,92.054159,259.357408,WB,en,48.571000000000005,2017-10-06,7.4,6679
52,Thor: Ragnarok,180.0,315.058289,846.980024,BV,en,43.45,2017-11-03,7.5,11380
53,Maleficent,180.0,241.407328,758.536735,BV,en,19.274,2014-05-30,7.0,8143
54,The Legend of Tarzan,180.0,126.643061,348.902025,WB,en,14.797,2016-07-01,5.8,4102
55,Hugo,180.0,73.864507,180.047784,Par.,en,12.936,2011-11-23,7.1,4124
56,Valerian and the City of a Thousand Planets,180.0,40.47937,215.098356,STX,en,24.003,2017-07-21,6.6,4149
57,Jupiter Ascending,179.0,47.482519,181.982519,WB,en,24.058000000000003,2015-02-27,5.3,4401
58,X-Men: Apocalypse,178.0,155.442489,542.537546,Fox,en,39.293,2016-05-27,6.5,8348
59,The Meg,178.0,145.443742,529.530715,WB,en,31.397,2018-08-10,5.9,2896
60,Edge of Tomorrow,178.0,100.206256,370.541256,WB,en,19.753,2014-06-06,7.6,8047
61,Inside Out,175.0,356.461711,854.235992,BV,en,4.758,2011-09-27,4.4,18
62,Inside Out,175.0,356.461711,854.235992,BV,en,24.796999999999997,2015-06-19,8.0,12691
63,Spider-Man: Homecoming,175.0,334.20114,880.16635,Sony,en,46.775,2017-07-07,7.4,11585
64,Suicide Squad,175.0,325.100054,746.059887,WB,en,16.53,2016-08-05,5.9,13533
65,Coco,175.0,209.726015,798.008101,BV,en,25.961,2017-11-22,8.2,8669
66,Cars 3,175.0,152.901115,383.541369,BV,en,18.427,2017-06-16,6.7,2596
67,King Arthur: Legend of the Sword,175.0,39.175066,139.630336,WB,en,21.793000000000003,2017-05-12,6.5,3305
68,47 Ronin,175.0,38.362475,151.716815,Uni.,en,25.049,2013-12-25,6.0,2080
69,Jurassic World: Fallen Kingdom,170.0,417.71976,1305.772799,Uni.,en,34.958,2018-06-22,6.5,5995
70,Guardians of the Galaxy,170.0,333.172112,770.867516,BV,en,49.606,2014-08-01,7.9,17958
71,Iron Man 2,170.0,312.433331,621.156389,Par.,en,28.515,2010-05-07,6.8,12368
72,Captain America: The Winter Soldier,170.0,259.746958,714.401889,BV,en,18.073,2014-04-04,7.7,11034
73,Dawn of the Planet of the Apes,170.0,208.545589,710.644566,Fox,en,27.641,2014-07-11,7.3,7080
74,Snow White and the Huntsman,170.0,155.136755,401.021746,Uni.,en,21.233,2012-06-01,5.9,5258
75,Tomorrowland,170.0,93.436322,206.627518,BV,en,20.136,2015-05-22,6.2,4610
76,Alice Through the Looking Glass,170.0,77.042381,276.928112,BV,en,16.642,2016-05-27,6.5,3803
77,Shrek Forever After,165.0,238.736787,756.244673,P/DW,en,15.040999999999999,2010-05-16,6.1,3843
78,Doctor Strange,165.0,232.64192,676.404566,BV,en,33.035,2016-11-04,7.3,12582
79,Big Hero 6,165.0,222.527828,652.127828,BV,en,36.92,2014-11-07,7.8,10176
80,How to Train Your Dragon,165.0,217.581232,494.870992,P/DW,en,28.734,2010-03-26,7.7,7610
81,Wreck-It Ralph,165.0,189.412677,496.511521,BV,en,22.967,2012-11-02,7.3,7780
82,Interstellar,165.0,188.017894,666.379375,Par.,en,28.44,2014-11-05,8.2,18597
83,Independence Day: Resurgence,165.0,103.144286,384.169424,Fox,en,15.732000000000001,2016-06-24,5.1,3911
84,Aquaman,160.0,335.061807,1146.89464,WB,en,38.102,2018-12-21,6.8,6155
85,Inception,160.0,292.576195,835.524642,WB,en,27.92,2010-07-16,8.3,22186
86,The Hunger Games: Mockingjay - Part 2,160.0,281.723902,648.986787,LGF,en,19.487000000000002,2015-11-18,6.8,7609
87,X-Men: First Class,160.0,146.408305,355.408305,Fox,en,1.4469999999999998,2011-06-03,7.2,8211
88,The Sorcerer's Apprentice,160.0,63.150991,217.98632,BV,en,14.463,2010-07-13,5.9,2879
89,Warcraft,160.0,47.225655,425.522281,Uni.,en,21.464000000000002,2016-06-10,6.3,4071
90,Deepwater Horizon,156.0,61.433527,122.603824,LG/S,en,13.685,2016-09-30,6.7,2606
91,The Chronicles of Narnia: The Voyage of the Dawn Treader,155.0,104.38695,418.18695,Fox,en,17.382,2010-12-10,6.3,3196
92,War for the Planet of the Apes,152.0,146.880162,489.592267,Fox,en,23.445,2017-07-14,7.0,5235
93,Wonder Woman,150.0,412.563408,821.133378,WB,en,2.841,2013-09-29,5.9,34
94,Wonder Woman,150.0,412.563408,821.133378,WB,en,31.618000000000002,2017-06-02,7.3,12566
95,Frozen,150.0,400.738009,1272.46991,BV,en,9.677999999999999,2010-02-05,5.8,987
96,Frozen,150.0,400.738009,1272.46991,BV,en,26.183000000000003,2013-11-27,7.3,9767
97,Zootopia,150.0,341.268248,1019.429616,BV,en,27.549,2016-03-04,7.7,9977
98,Moana,150.0,248.757044,637.517365,BV,en,1.96,2015-11-13,6.5,16
99,Moana,150.0,248.757044,637.517365,BV,en,4.419,2016-11-23,7.5,6907
100,Thor: The Dark World,150.0,206.36214,644.602516,BV,en,31.014,2013-11-08,6.7,10171
101,Dunkirk,150.0,190.06828,499.837368,WB,en,24.358,2017-07-19,7.4,9156
102,Thor,150.0,181.030624,449.326618,Par.,en,38.068000000000005,2011-05-06,6.7,12764
103,Kung Fu Panda 2,150.0,165.249063,664.837547,P/DW,en,17.363,2011-05-25,6.7,3628
104,Mad Max: Fury Road,150.0,153.636354,370.09802,WB,en,28.099,2015-05-15,7.4,14454
105,Ready Player One,150.0,137.690172,579.290136,WB,en,30.029,2018-03-29,7.6,7021
106,The Last Airbender,150.0,131.772187,319.713881,Par.,en,16.595,2010-07-01,4.6,2143
